Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Direction
yaiT,b4580,,,putative autotransporter YaiT,+
phnO,b4093,4315104,4315538,aminoalkylphosphonate <i>N</i>-acetyltransferase,-
pepE,b4021,4229453,4230142,peptidase E,-
ompN,b1377,1435760,1436893,outer membrane porin N,-
ydjO,b1730,1812329,1813132,protein YdjO,-
rph,b3643,3815863,3816549,truncated RNase PH,-
cueR,b0487,513993,514400,DNA-binding transcriptional dual regulator CueR,+
secB,b3609,3783661,3784128,protein export chaperone SecB,-
yjjJ,b4385,4621769,4623100,toxin YjjJ,+
ybhI,b0770,801887,803320,putative tricarboxylate transporter,+
yddB,b1495,1575247,1577619,putative TonB-dependent receptor YddB,-
fepG,b0589,620196,621188,ferric enterobactin ABC transporter membrane subunit FepG,-
rseX,b4603,2033649,2033739,small regulatory RNA RseX,+
yiaK,b3575,3742733,3743731,"2,3-diketo-L-gulonate reductase",+
eutB,b2441,2557318,2558679,ethanolamine ammonia-lyase subunit &alpha;,-
yqcC,b2792,2923784,2924113,DUF446 domain-containing protein YqcC,-
ybcV,b0558,579184,579594,DLP12 prophage; DUF1398 domain-containing protein YbcV,-
yjbI,b4038,4250703,4252283,pentapeptide repeats-containing protein YjbI,+
hipA,b1507,1590854,1592176,phosphorylated serine/threonine-protein kinase HipA // serine/threonine-protein kinase toxin HipA,-
yaaI,b0013,11382,11786,DUF2541 domain-containing protein YaaI,-
btuB,b3966,4163639,4165483,cobalamin outer membrane transporter,+
rnd,b1804,1886864,1887991,RNase D,-
mrcA,b3396,3522871,3525423,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA,+
plaR,b3574,3741684,3742532,DNA-binding transcriptional repressor PlaR,-
yhiI,b3487,3629535,3630602,putative membrane fusion protein YhiI,-
yqcE,b2775,2900592,2901869,putative transport protein YqcE,+
insD5,b3045,3186510,3187415,IS2 insertion element protein InsB,+
yfhH,b2561,2698759,2699607,putative DNA-binding transcriptional regulator YfhH,+
aas,b2836,2973855,2976014,fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase,-
yqeF,b2844,2984411,2985592,putative acyltransferase,-
ybiO,b0808,843255,845480,moderate conductance mechanosensitive channel YbiO,-
bipA,b3871,4058407,4060230,50S ribosomal subunit assembly factor BipA,+
kgtP,b2587,2724448,2725746,&alpha;-ketoglutarate:H<sup>+</sup> symporter,-
yfgH,b2505,2629792,2630310,lipoprotein YfgH,+
tyrV,b1230,1287244,1287328,tRNA-Tyr(GUA),-
pdeR,b1285,1344757,1346742,cyclic di-GMP phosphodiesterase PdeR,-
yagM,b0279,293945,294799,CP4-6 prophage; protein YagM,-
ynfS,b4750,1642122,1642211,Qin prophage; protein YnfS,+
yfcU,b4661,2452356,2455001,putative outer membrane usher protein YfcU,-
yjaB,b4012,4213680,4214123,peptidyl-lysine <i>N</i>-acetyltransferase YjaB,-
pepQ,b3847,4031161,4032492,Xaa-Pro dipeptidase,+
ompW,b1256,1314020,1314658,outer membrane protein W,+
ydeQ,b1502,1586820,1587734,putative fimbrial adhesin protein YdeQ,-
rhlB,b3780,3964365,3965630,ATP-dependent RNA helicase RhlB,-
yfiE,b2577,2714439,2715320,putative LysR-type DNA-binding transcriptional regulator YfiE,-
fixC,b0043,44180,45466,putative oxidoreductase FixC,+
yjcO,b4078,4296436,4297125,Sel1 repeat-containing protein YjcO,-
gntP,b4321,4549953,4551296,fructuronate transporter,-
eptA,b4114,4333947,4335590,phosphoethanolamine transferase EptA,-
feoA,b3408,3540163,3540390,ferrous iron transport protein A,+
moaC,b0783,818570,819055,cyclic pyranopterin monophosphate synthase,+
pdeL,b0315,332371,333459,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,+
alsC,b4086,4308489,4309469,D-allose ABC transporter membrane subunit,-
yfaZ,b2250,2363733,2364275,putative porin YfaZ,-
nagE,b0679,703944,705890,N-acetylglucosamine-specific PTS enzyme IIABC component,+
yafX,b0248,264748,265206,CP4-6 prophage; protein YafX,-
G0-10697,,,,,+
epmB,b4146,4374629,4375657,"lysine 2,3-aminomutase",-
yfeY,b2432,2550641,2551216,DUF1131 domain-containing lipoprotein YfeY,-
ompC,b2215,2311646,2312749,outer membrane porin C,-
ftsQ,b0093,103155,103985,cell division protein FtsQ,+
rnlA,b2630,2765918,2766991,"CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system",+
frlR,b3375,3504052,3504783,DNA-binding transcriptional regulator FrlR,+
yihF,b3861,4044199,4045629,DUF945 domain-containing protein YihF,+
yiaM,b3577,3744328,3744801,"2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit",+
diaA,b3149,3295809,3296399,DnaA initiator-associating protein DiaA,+
yicR,b3638,3811891,3812559,RadC-like JAB domain-containing protein YicR,-
nusA,b3169,3316039,3317526,transcription termination/antitermination protein NusA,-
yqhA,b3002,3148977,3149471,UPF0114 family protein YqhA,-
lapC,b2188,2284376,2286136,lipopolysaccharide signal transducer LapC,+
fucA,b2800,2933041,2933688,L-fuculose-phosphate aldolase,-
dosC,b1490,1565758,1567140,diguanylate cyclase DosC,-
nanC,b4311,4538785,4539501,<i>N</i>-acetylneuraminate outer membrane channel,-
yoaH,b1811,1894552,1894731,UFP0181 family protein YoaH,-
proK,b3545,3708616,3708692,tRNA-Pro(CGG),-
loiP,b2936,3081913,3082671,metalloprotease LoiP,+
yagA,b0267,280829,281983,CP4-6 prophage; integrase core domain-containing protein YagA,-
ylcJ,b4733,568695,568844,DLP12 prophage; protein YlcJ,+
b1052,b1052,1114211,1114309,,-
gapC,b4493,1489713,1490713,glyceraldehyde-3-phosphate dehydrogenase,-
patZ,b2584,2719953,2722613,peptidyl-lysine <i>N</i>-acetyltransferase,+
ypdF,b2385,2505547,2506632,aminopeptidase YpdF,-
yncD,b1451,1520963,1523065,putative TonB-dependent outer membrane receptor,-
elaD,b2269,2382713,2383924,protease ElaD,+
yciQ,b1268,1324746,1326641,DUF2207 domain-containing protein YciQ,+
rnpB,b3123,3270216,3270592,RNase P catalytic RNA component,-
rspR,b1540,1628352,1629038,DNA-binding transcriptional repressor RspR,+
caiD,b0036,35377,36162,crotonobetainyl-CoA hydratase,-
ydeJ,b1537,1624773,1625291,PF02464 family protein YdeJ,+
yihP,b3877,4065809,4067194,"putative 2,3-dihydroxypropane-1-sulfonate export protein",-
yfgO,b2493,2614820,2615881,putative transporter YfgO,-
nfeF,b3070,3215727,3216491,NADPH-dependent ferric-chelate reductase,-
speFL,b4803,720718,720822,leader peptide SpeFL,-
rpiB,b4090,4313350,4313799,allose-6-phosphate isomerase / ribose-5-phosphate isomerase B,+
ydhR,b1667,1746700,1747005,putative monooxygenase YdhR,+
eutH,b2452,2566881,2568107,putative ethanolamine permease EutH,-
ydfC,b1573,1648823,1649041,Qin prophage; uncharacterized protein YdfC,+
yeeL,b4497,2052276,2053328,"putative glycosyltransferase, N-terminal fragment",-
sixA,b2340,2456327,2456812,phosphohistidine phosphatase SixA,-
ves,b1742,1824362,1824937,HutD family protein Ves,-
pgaA,b1024,1089866,1092289,"partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine export outer membrane porin",-
ymgF,b4520,1218983,1219201,inner membrane protein YmgF,+
rnpA,b3704,3884493,3884852,RNase P protein component,+
yahB,b0316,333501,334433,putative LysR-type DNA-binding transcriptional regulator YahB,-
ytfP,b4222,4447894,4448235,&gamma;-glutamylamine cyclotransferase family protein YtfP,+
ydeE,b1534,1621332,1622519,dipeptide exporter,+
insC2,b1403,1468784,1469149,IS2 insertion element repressor InsA,-
yjhU,b4295,4519338,4520324,KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU,-
yeaL,b1789,1874352,1874798,DUF441 domain-containing inner membrane protein YeaL,+
csiE,b2535,2665435,2666715,stationary phase-inducible protein CsiE,+
bglB,b3721,3902289,3903701,6-phospho-&beta;-glucosidase B,-
yqaB,b2690,2816937,2817503,fructose-1-phosphate phosphatase YqaB,-
mnaT,b1448,1518328,1518846,L-amino acid N-acyltransferase,-
leuT,b3798,3982606,3982692,tRNA-Leu(CAG),+
acrZ,b0762,794773,794922,multidrug efflux pump accessory protein AcrZ,+
pspC,b1306,1369025,1369384,phage shock protein C,+
yobI,b4677,1946115,1946180,uncharacterized protein YobI,-
ycgI,b4521,1223564,1223907,protein YcgI,+
epmA,b4155,4382643,4383620,EF-P-lysine lysyltransferase,+
degS,b3235,3382200,3383267,serine endoprotease,+
bglH,b3720,3900604,3902220,"carbohydrate-specific outer membrane porin, cryptic",-
tatD,b4483,4023554,4024336,3' &rarr; 5' ssDNA/RNA  exonuclease TatD,+
cspH,b0989,1050963,1051175,CspA family protein CspH,-
rnr,b4179,4406654,4409095,RNase R,+
yidP,b3684,3863899,3864615,putative DNA-binding transcriptional regulator YidP,+
fixX,b0044,45463,45750,putative ferredoxin FixX,+
yigG,b3818,4002813,4003193,inner membrane protein,-
emrA,b2685,2811427,2812599,multidrug efflux pump membrane fusion protein EmrA,+
ccmF,b2196,2292961,2294904,holocytochrome <I>c</I> synthase CcmF component,-
fes,b0585,612737,613939,ferric enterobactin esterase,+
moaB,b0782,818055,818567,protein MoaB,+
mak,b0394,410144,411052,fructokinase,+
tauD,b0368,387795,388646,taurine dioxygenase,+
ycgL,b1179,1227681,1228007,PF05166 family protein YcgL,+
yfjM,b2629,2765513,2765776,CP4-57 prophage; protein YfjM,-
insO,b4623,,,KpLE2 phage-like element; IS911B regulator fragment,+
aceK,b4016,4218596,4220332,isocitrate dehydrogenase kinase/phosphatase,+
ymfA,b1122,1181264,1181725,putative inner membrane protein YmfA,-
tolC,b3035,3178115,3179596,outer membrane channel TolC,+
rne,b1084,1141182,1144367,ribonuclease E,-
mrdB,b0634,665201,666313,peptidoglycan glycosyltransferase MrdB,-
tyrR,b1323,1386720,1388261,DNA-binding transcriptional dual regulator TyrR,+
yrfG,b3399,3528669,3529337,purine nucleotidase,+
trkH,b3849,4033145,4034596,K+ transporter TrkH,+
tus,b1610,1684259,1685188,DNA replication terminus site-binding protein,+
ydjF,b1770,1854096,1854854,putative DNA-binding transcriptional regulator YdjF,-
bacA,b3057,3203310,3204131,undecaprenyl pyrophosphate phosphatase,-
ydjJ,b1774,1857790,1858833,putative zinc-binding dehydrogenase YdjJ,-
yjfC,b4186,4413028,4414191,putative acid&mdash;amine ligase YjfC,+
gloA,b1651,1727837,1728244,lactoylglutathione lyase,+
lgoD,b4358,4595990,4597012,L-galactonate oxidoreductase,+
ghrA,b1033,1097886,1098824,glyoxylate/hydroxypyruvate reductase A,+
ycaR,b0917,970673,970855,PF03966 family protein YcaR,+
gltU,b3757,3943435,3943510,tRNA-Glu(UUC),+
ybaB,b0471,494076,494405,putative nucleoid-associated protein YbaB,+
yeeT,b2003,2076817,2077038,CP4-44 prophage; DUF987 domain-containing protein YeeT,+
ynfP,b4534,1652728,1652838,protein YnfP,-
C0719,,3121358,3121579,,+
arpB,b4494,1803094,1804993,"putative ankyrin repeat protein B, N-terminal fragment",+
yojI,b2211,2306972,2308615,ABC transporter family protein / microcin J25 efflux protein,-
pepD,b0237,254259,255716,peptidase D,-
ompF,b0929,985894,986982,outer membrane porin F,-
ycbZ,b0955,1016539,1018299,putative ATP-dependent protease YcbZ,-
yaiZ,b0380,399593,399805,DUF2754 domain-containing protein YaiZ,+
rna,b0611,644197,645003,RNase I,-
hipB,b1508,1592176,1592442,antitoxin/DNA-binding transcriptional repressor HipB,-
caiB,b0038,37898,39115,&gamma;-butyrobetainyl-CoA:carnitine CoA transferase,-
yjjA,b4360,4599695,4600189,DUF2501 domain-containing protein YjjA,-
dcuD,b3227,3374869,3376236,putative transporter DcuD,+
bamE,b2617,2753605,2753946,outer membrane protein assembly factor BamE,+
fetB,b0491,516583,517362,putative iron ABC exporter membrane subunit FetB,+
gloB,b0212,234027,234782,hydroxyacylglutathione hydrolase GloB,-
glcC,b2980,3128272,3129036,DNA-binding transcriptional dual regulator GlcC,+
eutK,b2438,2555228,2555728,"putative structural protein, ethanolamine utilization microcompartment",-
ybgI,b0710,742827,743570,radiation resistance protein YbgI,+
ydaW,b1361,1422752,1423312,Rac prophage; putative uncharacterized protein YdaW,+
yqiG,b3046,,,putative outer membrane usher protein YqiG,+
cydD,b0887,929196,930962,glutathione/L-cysteine ABC exporter subunit CydD,-
ytiA,b4715,4563668,4563925,uncharacterized protein YtiA,-
ompL,b3875,4063603,4064295,putative outer membrane porin L,-
rnm,b1266,1323220,1324101,RNase AM,+
ftsA,b0094,103982,105244,cell division protein FtsA,+
dicA,b1570,1647934,1648341,DNA-binding transcriptional dual regulator DicA,+
yhbP,b3154,3299472,3299915,putative FMN binding protein YhbP,-
yegT,b2098,2178821,2180098,putative transporter YegT,+
yfbM,b2272,2386934,2387437,DUF1877 domain-containing protein YfbM,+
insE2,b0373,392602,392901,IS3 element protein InsE,-
yaiW,b0378,397872,398966,surface-exposed outer membrane lipoprotein,+
yedI,b1958,2028449,2029366,DUF808 domain-containing inner membrane protein YedI,-
tomB,b0461,480334,480708,Hha toxicity modulator TomB,-
ydjG,b1771,1854991,1855971,NADH-dependent methylglyoxal reductase,-
uidR,b1618,1696462,1697052,DNA-binding transcriptional repressor UidR,-
napD,b2207,2302750,2303013,NapA signal peptide-binding chaperone NapD,-
yieK,b3718,3898671,3899393,putative glucosamine-6-phosphate deaminase YieK,-
yaiO,b0358,380069,380842,outer membrane protein YaiO,-
mnmE,b3706,3886828,3888192,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit,+
tabA,b4252,4474862,4475314,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,+
ymfL,b1147,1203268,1203825,e14 prophage; uncharacterized protein YmfL,+
yjgL,b4253,4475437,4477251,protein YjgL,+
ycgH,b4491,1219601,1222248,"putative transporter component, N-terminal fragment",+
mdlA,b0448,468871,470643,ABC transporter family protein MdlA,+
chiA,b3338,3467160,3469853,endochitinase,-
ompG,b1319,1381947,1382852,outer membrane porin G,+
yccA,b0970,1030759,1031418,modulator of FtsH protease,-
yaeR,b0187,211877,212266,VOC domain-containing protein YaeR,+
argR,b3237,3384703,3385173,DNA-binding transcriptional dual regulator ArgR,+
sufB,b1683,1762522,1764009,Fe-S cluster scaffold complex subunit SufB,-
yciF,b1258,1315270,1315770,DUF892 domain-containing protein YciF,-
mdtI,b1599,1672820,1673149,multidrug/spermidine efflux pump membrane subunit MdtI,-
ygfX,b2896,3040416,3040823,protein YgfX,-
yacH,b0117,129407,131260,DUF3300 domain-containing protein YacH,-
fepD,b0590,621185,622189,ferric enterobactin ABC transporter membrane subunit FebD,-
moeB,b0826,864380,865129,molybdopterin-synthase adenylyltransferase,-
gloC,b0927,983650,984297,hydroxyacylglutathione hydrolase GloC,+
dhaL,b1199,1249125,1249757,dihydroxyacetone kinase subunit L,-
sokE,b4835,607733,607792,small RNA SokE,-
potI,b0857,897084,897929,putrescine ABC transporter membrane subunit PotI,+
rrrD,b0555,577613,578110,DLP12 prophage; lysozyme,+
yhiL,b4660,3632852,3634458,DUF4049 domain-containing protein YhiL,-
mdlB,b0449,470636,472417,ABC transporter family protein MdlB,+
chiP,b0681,708334,709740,chitooligosaccharide outer membrane channel,+
yehE,b2112,2192515,2192796,DUF2574 domain-containing protein YehE,-
ytfB,b4206,4428079,4428717,cell division protein YtfB,-
argF,b0273,289301,290305,CP4-6 prophage; ornithine carbamoyltransferase ArgF,-
ygfM,b2880,3020540,3021319,putative oxidoreductase,+
pitB,b2987,3134872,3136371,metal phosphate:H<sup>+</sup> symporter PitB,-
gyrA,b2231,2336793,2339420,DNA gyrase subunit A,-
dedA,b2317,2434082,2434741,DedA family protein DedA,-
yhhH,b3483,3623399,3623782,PF15631 family protein YhhH,+
cspE,b0623,657292,657501,transcription antiterminator and regulator of RNA stability CspE,+
etk,b0981,1042030,1044210,protein-tyrosine kinase Etk,-
shoB,b4687,2700117,2700197,toxic peptide ShoB,-
yeaE,b1781,1864782,1865636,methylglyoxal reductase YeaE,-
srlE,b2703,2826392,2827351,sorbitol-specific PTS enzyme IIBC<sub>1</sub> component,+
lepB,b2568,2704335,2705309,signal peptidase I,-
yfaU,b2245,2358042,2358845,2-keto-3-deoxy-L-rhamnonate aldolase,-
yoeJ,b4818,2079427,2079477,protein YoeJ,-
cmoB,b1871,1953442,1954413,tRNA U34 carboxymethyltransferase,+
ykgM,b0296,312514,312777,50S ribosomal subunit protein L31B,-
yagJ,b0276,291500,292231,CP4-6 prophage; protein YagJ,+
yhdU,b3263,3412621,3412800,DUF2556 domain-containing protein YhdU,+
G0-10703,,3367613,3367770,,-
ygeL,b2856,2994937,2995092,protein YgeL,-
cydC,b0886,927474,929195,glutathione/L-cysteine ABC exporter subunit CydC,-
psuG,b2165,2257429,2258367,pseudouridine-5'-phosphate glycosidase,-
phoE,b0241,259045,260100,outer membrane porin PhoE,-
rssB,b1235,1290242,1291255,RssB-P // regulator of RpoS,+
ysaE,b4793,3720400,3720471,protein YsaE,+
yahI,b0323,340165,341115,carbamate kinase-like protein YahI,+
ftp,b2214,2310479,2311534,FAD:protein FMN transferase,-
hemX,b3803,3987885,3989066,PF04375 family protein HemX,-
idnT,b4265,4491206,4492525,L-idonate/5-ketogluconate/gluconate transporter,-
marC,b1529,1618243,1618908,inner membrane protein MarC,-
feoB,b3409,3540407,3542728,Fe<sup>2+</sup> transporter FeoB,+
ibsC,b4665,3056890,3056949,toxic peptide IbsC,-
mgsA,b0963,1026557,1027015,methylglyoxal synthase,-
uxuB,b4323,4552901,4554361,D-mannonate oxidoreductase,+
puuD,b1298,1361120,1361884,&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase,+
naRNA1,,4326305,4326381,naRNA1,-
ykgO,b4506,312374,312514,50S ribosomal subunit protein L36B,-
kilR,b1352,1418008,1418229,Rac prophage; inhibitor of FtsZ,-
renD,b0542,,,DLP12 prophage; protein RenD,+
macB,b0879,920347,922293,ABC-type tripartite efflux pump ATP binding/membrane subunit,+
cas3,b2761,2884553,2887219,CRISPR-associated endonuclease/helicase Cas3,-
yciI,b1251,1310569,1310865,protein YciI,-
matP,b0956,1018485,1018937,macrodomain Ter protein,+
argB,b3959,4156013,4156789,acetylglutamate kinase,+
ygaM,b2672,2800146,2800475,DUF883 domain-containing protein YgaM,+
yhjE,b3523,3674786,3676108,putative transporter YhjE,+
yecN,b1869,1952266,1952661,MAPEG family inner membrane protein YecN,+
insH21,b4711,1299567,1300547,IS<i>5</i> transposase and trans-activator,+
greA,b3181,3328239,3328715,transcription elongation factor GreA,-
wzyE,b3793,3978601,3979953,enterobacterial common antigen polymerase,+
ghoT,b4559,4352908,4353081,toxin of the GhoTS toxin-antitoxin system,+
sfsB,b3188,3334909,3335187,putative transcriptional regulator SfsB,+
yeiE,b2157,2248737,2249618,DNA-binding transcriptional dual regulator YeiE,-
lspA,b0027,25207,25701,lipoprotein signal peptidase,+
fsaA,b0825,863642,864304,fructose-6-phosphate aldolase 1,+
G0-10706,,4441225,4441330,small RNA,-
trpT,b3761,3946957,3947032,tRNA-Trp(CCA),+
yifB,b3765,3948449,3949969,putative magnesium chelatase YifB,-
alaE,b2670,2799164,2799613,AlaE,+
hokD,b1562,1645119,1645274,Qin prophage; toxic protein HokD,-
ycjF,b1322,1385511,1386572,DUF697 domain-containing inner membrane protein YcjF,+
wbbL,b4571,,,interrupted rhamnosyltransferase WbbL,-
yddA,b1496,1577657,1579342,ABC transporter family protein YddA,-
casA,b2760,2882630,2884138,type I-E CRISPR system Cascade subunit CasA,-
smpB,b2620,2754896,2755378,SsrA-binding protein,+
ynfU,b4776,1640805,1640975,Qin prophage; putative zinc-binding protein YnfU,+
artQ,b0862,901534,902250,L-arginine ABC transporter membrane subunit ArtQ,-
sufA,b1684,1764018,1764386,iron-sulfur cluster insertion protein SufA,-
yfcZ,b2343,2460650,2460934,DUF406 domain-containing protein YfcZ,-
nupC,b2393,2513042,2514244,nucleoside:H<sup>+</sup> symporter NupC,+
yhdJ,b3262,3411653,3412537,DNA adenine methyltransferase,+
secD,b0408,427647,429494,Sec translocon accessory complex subunit SecD,+
entH,b0597,629300,629713,proofreading thioesterase in enterobactin biosynthesis,+
modA,b0763,795089,795862,molybdate ABC transporter periplasmic binding protein,+
gadE,b3512,3658366,3658893,DNA-binding transcriptional activator GadE,+
