Gene_id,Genename,log2FoldChange(KANvsH2O),significant(KANvsH2O),KAN_avg_fpkm,H2O_avg_fpkm,biological_process,biological_process_description,cellular_component,cellular_component_description,molecular_function,molecular_function_description,KEGG AnnotInfo,KEGG url,Description,FPKM_Difference,Rank_FPKM,Rank_Log2FC,Effect_Size
b3993,thiE,-2.1051,DOWN,50.17100330606337,141.84352178623234,GO:0006767//GO:0009058//GO:0071704//GO:0009110//GO:1901362//GO:1901360//GO:0044249//GO:0072528//GO:0019438//GO:0034641//GO:0009228//GO:0042364//GO:0042724//GO:0044710//GO:0008152//GO:0006772//GO:0009987//GO:0042723//GO:0044283//GO:0044763//GO:0044281//GO:0044271//GO:0044711//GO:0044237//GO:0046483//GO:0006790//GO:0006766//GO:0044699//GO:1901566//GO:0072527//GO:0044272//GO:0006725//GO:0008150//GO:1901576//GO:0006807//GO:0018130//GO:1901564,water-soluble vitamin metabolic process//biosynthetic process//organic substance metabolic process//vitamin biosynthetic process//organic cyclic compound biosynthetic process//organic cyclic compound metabolic process//cellular biosynthetic process//pyrimidine-containing compound biosynthetic process//aromatic compound biosynthetic process//cellular nitrogen compound metabolic process//thiamine biosynthetic process//water-soluble vitamin biosynthetic process//thiamine-containing compound biosynthetic process//single-organism metabolic process//metabolic process//thiamine metabolic process//cellular process//thiamine-containing compound metabolic process//small molecule biosynthetic process//single-organism cellular process//small molecule metabolic process//cellular nitrogen compound biosynthetic process//single-organism biosynthetic process//cellular metabolic process//heterocycle metabolic process//sulfur compound metabolic process//vitamin metabolic process//single-organism process//organonitrogen compound biosynthetic process//pyrimidine-containing compound metabolic process//sulfur compound biosynthetic process//cellular aromatic compound metabolic process//biological_process//organic substance biosynthetic process//nitrogen compound metabolic process//heterocycle biosynthetic process//organonitrogen compound metabolic process,--,--,GO:0016765//GO:0004789//GO:0003674//GO:0003824//GO:0016740,"transferase activity, transferring alkyl or aryl (other than methyl) groups//thiamine-phosphate diphosphorylase activity//molecular_function//catalytic activity//transferase activity",K00788 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3] | (RefSeq) thiE; thiamine phosphate synthase (thiamine phosphate pyrophosphorylase),http://www.genome.jp/dbget-bin/www_bget?eco:b3993,thiamine phosphate synthase (thiamine phosphate pyrophosphorylase),-91.67251848016897,865.0,528.5,1393.5
b3116,tdcC,-2.7515,DOWN,20.4085613080841,91.8133872805799,GO:0098656//GO:0043170//GO:0006820//GO:0044237//GO:0044260//GO:0006865//GO:0015711//GO:0044699//GO:0019538//GO:0010467//GO:0003333//GO:1901564//GO:0006810//GO:0008150//GO:0051604//GO:0006465//GO:0006807//GO:0051234//GO:0051179//GO:0006811//GO:0044267//GO:0043603//GO:0016485//GO:0034220//GO:0034641//GO:0006508//GO:0071705//GO:0044238//GO:0071704//GO:0015849//GO:1903825//GO:0046942//GO:0071702//GO:0055085//GO:0009987//GO:1902578//GO:0044765//GO:0006518//GO:0044763//GO:0008152,anion transmembrane transport//macromolecule metabolic process//anion transport//cellular metabolic process//cellular macromolecule metabolic process//amino acid transport//organic anion transport//single-organism process//protein metabolic process//gene expression//amino acid transmembrane transport//organonitrogen compound metabolic process//transport//biological_process//protein maturation//signal peptide processing//nitrogen compound metabolic process//establishment of localization//localization//ion transport//cellular protein metabolic process//cellular amide metabolic process//protein processing//ion transmembrane transport//cellular nitrogen compound metabolic process//proteolysis//nitrogen compound transport//primary metabolic process//organic substance metabolic process//organic acid transport//organic acid transmembrane transport//carboxylic acid transport//organic substance transport//transmembrane transport//cellular process//single-organism localization//single-organism transport//peptide metabolic process//single-organism cellular process//metabolic process,GO:0042175//GO:0005737//GO:0005787//GO:0005783//GO:0044464//GO:0044425//GO:0005575//GO:0044446//GO:0031224//GO:0031090//GO:0016021//GO:0043229//GO:0005789//GO:0012505//GO:1902494//GO:0098588//GO:0044422//GO:0016020//GO:0044424//GO:0043231//GO:0043226//GO:0032991//GO:0043234//GO:0098796//GO:0044444//GO:0005622//GO:0044432//GO:1990234//GO:0005623//GO:0043227,nuclear outer membrane-endoplasmic reticulum membrane network//cytoplasm//signal peptidase complex//endoplasmic reticulum//cell part//membrane part//cellular_component//intracellular organelle part//intrinsic component of membrane//organelle membrane//integral component of membrane//intracellular organelle//endoplasmic reticulum membrane//endomembrane system//catalytic complex//bounding membrane of organelle//organelle part//membrane//intracellular part//intracellular membrane-bounded organelle//organelle//macromolecular complex//protein complex//membrane protein complex//cytoplasmic part//intracellular//endoplasmic reticulum part//transferase complex//cell//membrane-bounded organelle,GO:0016787//GO:0008233//GO:0003824//GO:0003674,hydrolase activity//peptidase activity//catalytic activity//molecular_function,K03838 threonine transporter | (RefSeq) tdcC; L-threonine/L-serine transporter,http://www.genome.jp/dbget-bin/www_bget?eco:b3116,L-threonine/L-serine transporter,-71.4048259724958,1073.0,322.0,1395.0
b1431,ydcL,-1.6289,DOWN,111.74182501522269,229.065611220032,--,--,--,--,--,--,no KO assigned | (RefSeq) ydcL; lipoprotein,http://www.genome.jp/dbget-bin/www_bget?eco:b1431,lipoprotein,-117.32378620480931,655.0,740.0,1395.0
b3729,glmS,-1.3545,DOWN,183.92240417940366,309.894480557306,GO:0008150//GO:0008152//GO:0071704//GO:0044238//GO:0005975,biological_process//metabolic process//organic substance metabolic process//primary metabolic process//carbohydrate metabolic process,--,--,GO:0030246//GO:0005488//GO:0003674,carbohydrate binding//binding//molecular_function,K00820 glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16] | (RefSeq) glmS; L-glutamine:D-fructose-6-phosphate aminotransferase,http://www.genome.jp/dbget-bin/www_bget?eco:b3729,L-glutamine:D-fructose-6-phosphate aminotransferase,-125.97207637790234,497.0,903.0,1400.0
b1275,cysB,-1.0685,DOWN,450.910225029572,625.3973897447596,GO:0010556//GO:0050789//GO:0044237//GO:0046483//GO:0032774//GO:0044260//GO:0043170//GO:0006355//GO:0006725//GO:0031326//GO:1901576//GO:0008150//GO:0019222//GO:0006351//GO:0006807//GO:0097659//GO:0006139//GO:0060255//GO:0010467//GO:0016070//GO:1903506//GO:0018130//GO:2000112//GO:0050794//GO:0051171//GO:0009058//GO:0031323//GO:0044238//GO:0071704//GO:0065007//GO:1901362//GO:1901360//GO:0044249//GO:0019438//GO:0009889//GO:0034641//GO:0080090//GO:0008152//GO:0009059//GO:0010468//GO:0009987//GO:0019219//GO:0034654//GO:2001141//GO:0090304//GO:0034645//GO:0044271//GO:0051252,"regulation of macromolecule biosynthetic process//regulation of biological process//cellular metabolic process//heterocycle metabolic process//RNA biosynthetic process//cellular macromolecule metabolic process//macromolecule metabolic process//regulation of transcription, DNA-templated//cellular aromatic compound metabolic process//regulation of cellular biosynthetic process//organic substance biosynthetic process//biological_process//regulation of metabolic process//transcription, DNA-templated//nitrogen compound metabolic process//nucleic acid-templated transcription//nucleobase-containing compound metabolic process//regulation of macromolecule metabolic process//gene expression//RNA metabolic process//regulation of nucleic acid-templated transcription//heterocycle biosynthetic process//regulation of cellular macromolecule biosynthetic process//regulation of cellular process//regulation of nitrogen compound metabolic process//biosynthetic process//regulation of cellular metabolic process//primary metabolic process//organic substance metabolic process//biological regulation//organic cyclic compound biosynthetic process//organic cyclic compound metabolic process//cellular biosynthetic process//aromatic compound biosynthetic process//regulation of biosynthetic process//cellular nitrogen compound metabolic process//regulation of primary metabolic process//metabolic process//macromolecule biosynthetic process//regulation of gene expression//cellular process//regulation of nucleobase-containing compound metabolic process//nucleobase-containing compound biosynthetic process//regulation of RNA biosynthetic process//nucleic acid metabolic process//cellular macromolecule biosynthetic process//cellular nitrogen compound biosynthetic process//regulation of RNA metabolic process",--,--,GO:0003700//GO:0001071//GO:0003674,"transcription factor activity, sequence-specific DNA binding//nucleic acid binding transcription factor activity//molecular_function","K13634 LysR family transcriptional regulator, cys regulon transcriptional activator | (RefSeq) cysB; N-acetylserine-responsive cysteine regulon transcriptional activator; autorepressor",http://www.genome.jp/dbget-bin/www_bget?eco:b1275,N-acetylserine-responsive cysteine regulon transcriptional activator%3B autorepressor,-174.4871647151876,268.0,1133.0,1401.0
b3599,mtlA,-1.8265,DOWN,77.70644794631828,183.14503939543866,GO:0044765//GO:1902578//GO:0071702//GO:0009401//GO:0051179//GO:0051234//GO:0006810//GO:0008150//GO:0008643//GO:0044699,single-organism transport//single-organism localization//organic substance transport//phosphoenolpyruvate-dependent sugar phosphotransferase system//localization//establishment of localization//transport//biological_process//carbohydrate transport//single-organism process,GO:0016020//GO:0005575,membrane//cellular_component,GO:0016740//GO:0022857//GO:1901476//GO:0003824//GO:0003674//GO:0015144//GO:0016772//GO:0022891//GO:0022804//GO:0022892//GO:0005215//GO:0016773//GO:0005488//GO:0030246//GO:0008982,"transferase activity//transmembrane transporter activity//carbohydrate transporter activity//catalytic activity//molecular_function//carbohydrate transmembrane transporter activity//transferase activity, transferring phosphorus-containing groups//substrate-specific transmembrane transporter activity//active transmembrane transporter activity//substrate-specific transporter activity//transporter activity//phosphotransferase activity, alcohol group as acceptor//binding//carbohydrate binding//protein-N(PI)-phosphohistidine-sugar phosphotransferase activity","K02798 PTS system, mannitol-specific IIA component [EC:2.7.1.197] K02799 PTS system, mannitol-specific IIB component [EC:2.7.1.197] K02800 PTS system, mannitol-specific IIC component | (RefSeq) mtlA; mannitol-specific PTS enzyme: IIA, IIB and IIC components",http://www.genome.jp/dbget-bin/www_bget?eco:b3599,mannitol-specific PTS enzyme: IIA%2C IIB and IIC components,-105.43859144912038,761.0,642.0,1403.0
b1837,yebW,-1.3873,DOWN,168.690618185646,291.72302466354404,--,--,--,--,--,--,no KO assigned | (RefSeq) yebW; uncharacterized protein,http://www.genome.jp/dbget-bin/www_bget?eco:b1837,uncharacterized protein,-123.03240647789804,525.0,879.0,1404.0
b2749,ygbE,-2.9233,DOWN,16.298385853145664,80.06339490063567,--,--,--,--,--,--,no KO assigned | (RefSeq) ygbE; DUF3561 family inner membrane protein,http://www.genome.jp/dbget-bin/www_bget?eco:b2749,DUF3561 family inner membrane protein,-63.76500904749001,1133.0,272.0,1405.0
b4219,msrA,-1.788,DOWN,83.0174767466316,189.16605885037498,GO:0008152//GO:0044710//GO:0008150//GO:0044699//GO:0055114,metabolic process//single-organism metabolic process//biological_process//single-organism process//oxidation-reduction process,--,--,GO:0003674//GO:0003824//GO:0016667//GO:0016491//GO:0016671//GO:0008113,"molecular_function//catalytic activity//oxidoreductase activity, acting on a sulfur group of donors//oxidoreductase activity//oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor//peptide-methionine (S)-S-oxide reductase activity",K07304 peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11] | (RefSeq) msrA; methionine sulfoxide reductase A,http://www.genome.jp/dbget-bin/www_bget?eco:b4219,methionine sulfoxide reductase A,-106.14858210374338,749.0,657.0,1406.0
b2532,trmJ,-1.0247,DOWN,495.59898983585134,665.1411663666527,GO:0006139//GO:0006807//GO:0008150//GO:0016070//GO:0010467//GO:0044260//GO:0044237//GO:0046483//GO:0006725//GO:0043170//GO:0008152//GO:0090304//GO:0009987//GO:1901360//GO:0044238//GO:0071704//GO:0034641//GO:0006396,nucleobase-containing compound metabolic process//nitrogen compound metabolic process//biological_process//RNA metabolic process//gene expression//cellular macromolecule metabolic process//cellular metabolic process//heterocycle metabolic process//cellular aromatic compound metabolic process//macromolecule metabolic process//metabolic process//nucleic acid metabolic process//cellular process//organic cyclic compound metabolic process//primary metabolic process//organic substance metabolic process//cellular nitrogen compound metabolic process//RNA processing,--,--,GO:0008173//GO:0008168//GO:0097159//GO:0005488//GO:0003723//GO:0003676//GO:0016740//GO:0016741//GO:0003824//GO:0003674//GO:1901363,"RNA methyltransferase activity//methyltransferase activity//organic cyclic compound binding//binding//RNA binding//nucleic acid binding//transferase activity//transferase activity, transferring one-carbon groups//catalytic activity//molecular_function//heterocyclic compound binding","K15396 tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200] | (RefSeq) trmJ; tRNA mC32,mU32 2'-O-methyltransferase, SAM-dependent",http://www.genome.jp/dbget-bin/www_bget?eco:b2532,tRNA mC32%2CmU32 2'-O-methyltransferase%2C SAM-dependent,-169.54217653080133,250.0,1156.0,1406.0
b0932,pepN,-1.7483,DOWN,89.28752942480071,198.1749874546417,--,--,--,--,GO:0070011//GO:0046872//GO:0003824//GO:0003674//GO:0008237//GO:0008270//GO:0008233//GO:0043169//GO:0043167//GO:0005488//GO:0046914//GO:0016787,"peptidase activity, acting on L-amino acid peptides//metal ion binding//catalytic activity//molecular_function//metallopeptidase activity//zinc ion binding//peptidase activity//cation binding//ion binding//binding//transition metal ion binding//hydrolase activity",K01256 aminopeptidase N [EC:3.4.11.2] | (RefSeq) pepN; aminopeptidase N,http://www.genome.jp/dbget-bin/www_bget?eco:b0932,aminopeptidase N,-108.88745802984099,727.0,681.0,1408.0
b3256,accC,-1.4346,DOWN,148.43829332125233,266.06436205085964,--,--,--,--,GO:0032550//GO:0043168//GO:0032555//GO:0032549//GO:0032559//GO:0043169//GO:0001883//GO:1901265//GO:0016879//GO:0005488//GO:0097159//GO:0097367//GO:0035639//GO:0043167//GO:0001882//GO:0046872//GO:0005524//GO:0003674//GO:0003824//GO:0008716//GO:0017076//GO:0036094//GO:1901363//GO:0000166//GO:0016881//GO:0032553//GO:0016874//GO:0030554,"purine ribonucleoside binding//anion binding//purine ribonucleotide binding//ribonucleoside binding//adenyl ribonucleotide binding//cation binding//purine nucleoside binding//nucleoside phosphate binding//ligase activity, forming carbon-nitrogen bonds//binding//organic cyclic compound binding//carbohydrate derivative binding//purine ribonucleoside triphosphate binding//ion binding//nucleoside binding//metal ion binding//ATP binding//molecular_function//catalytic activity//D-alanine-D-alanine ligase activity//purine nucleotide binding//small molecule binding//heterocyclic compound binding//nucleotide binding//acid-amino acid ligase activity//ribonucleotide binding//ligase activity//adenyl nucleotide binding","K01961 acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14] | (RefSeq) accC; acetyl-CoA carboxylase, biotin carboxylase subunit",http://www.genome.jp/dbget-bin/www_bget?eco:b3256,acetyl-CoA carboxylase%2C biotin carboxylase subunit,-117.62606872960731,564.0,846.0,1410.0
